,id,name,colors,Category,Description,price,link
72,DO5047-801,Jordan 1 KO,Rush Orange/Sail/WhiteStyle,Shoes,"The Jordan 1 inspires admiration among collectors and next-gen fans alike. The Jordan 1 KO repackages the famous icon using a mix of synthetic leather and canvas, with a fit that's redesigned for comfort.",12 495,https://www.nike.com/in/t/jordan-1-ko-shoes-RLJcHC/DO5047-801
73,DM3104-010,Paris Saint-Germain,Black/Bright CrimsonStyle,Men's Woven Jacket,"Stay warm while repping your favourite club in this PSG jacket. It's fully lined for warmth and comfort and it fastens with press studs for a sporty, streamlined look.",5 495,https://www.nike.com/in/t/paris-saint-germain-woven-jacket-2J62xG/DM3104-010
74,DV3072-045,Jordan Flight Heritage 85,Off-NoirStyle,Men's T-Shirt,"Pay respect to the history of Flight in a tee that bridges past and present. A vintage MJ print is paired with modern graphics on soft, premium cotton.",2 695,https://www.nike.com/in/t/jordan-flight-heritage-85-t-shirt-Z4Wgfb/DV3072-045
75,DJ6123-010,Zion,Black/BlackStyle,Bucket Hat,"Rock one of Zion's favourite styles in the Zion Bucket Hat from Jordan Brand.Made from stretchy woven fabric, it has a toggled drawcord and stitched-down loops all around above the brim.",1 995,https://www.nike.com/in/t/zion-bucket-hat-DGBZ7T/DJ6123-010
76,CZ0791-801,Jordan LS,Rust Oxide/Summit White/University Red/BlackStyle,Slides,"Fresh and functional, the Jordan LS Slide offers step-in comfort.It has an adjustable fold-over strap built on a Solarsoft foam footbed, plus a removable heel strap to personalise your fit.A removable stash pocket ups the utility.",₹ 6 4576 795,https://www.nike.com/in/t/jordan-ls-slides-v8c9t9/CZ0791-801
77,DR6085-107,Luka 1,White/Volt/BlackStyle,Baby/Toddler Shoes,"Even if baby can't sink a step-back jumper just yet, they can still have fun in comfort and style. Lightweight materials and plush foam keep little feet happy as they learn to make their first moves.",3 495,https://www.nike.com/in/t/luka-1-shoes-v8SLFq/DR6085-107
78,DR6086-107,Luka 1,White/Volt/BlackStyle,Younger Kids' Shoes,"Designed for #77 and made for little athletes. Lightweight uppers and full-length foam cushioning will keep them happy on the playground, basketball court or wherever else adventure takes them.",5 495,https://www.nike.com/in/t/luka-1-younger-shoes-MwxH4W/DR6086-107
79,DQ6513-107,Luka 1,White/Volt/BlackStyle,Older Kids' Basketball Shoes,"Designed for No. 77 and made for every athlete craving speed and efficiency, Luka's debut delivers the goods. The first shoe with full-length Formula 23 foam, it has an ultra-supportive fit crafted with the step-back in mind. Meanwhile, strong and lightweight Flight Wire embroidery keeps you feeling contained on the court. This is the assist you've been waiting for—get out there and make your shot.",6 295,https://www.nike.com/in/t/luka-1-older-basketball-shoes-klvVxs/DQ6513-107
80,DO8863-600,Jordan Sophia,Canyon Pink/Sail/Ice Blue/Fire RedStyle,Women's Slides,"Plush comfort is a must for your winter wardrobe—and footwear is no exception. These luxe slides have pillowy, criss-cross straps lined with fabric that feels soft against your skin. Air cushioning and a slight platform give you that ""walking on clouds"" feel with every step.",7 495,https://www.nike.com/in/t/jordan-sophia-slides-dcq32F/DO8863-600
81,DQ7334-405,Jordan Dri-FIT Sport BC,Hyper Royal/Hyper Royal/WhiteStyle,Men's Diamond Shorts,"Go for the gold in shorts inspired by one of MJ's most legendary looks. A hand-drawn design riffs on the head-to-toe AJ7 print he wore in Barcelona during the 1992 Summer Games. They're built with sweat-wicking Dri-FIT Technology and breathable mesh that's 100% recycled, so you can take on the world in comfort.",2 795,https://www.nike.com/in/t/jordan-dri-fit-sport-bc-diamond-shorts-T8lNXx/DQ7334-405
82,AR2118-688,Jordan Pro Jumpman,Gym Red/Black/Black/Dark Smoke GreyStyle,Snapback Hat,"Show them your hops in the Jordan Pro Jumpman Snapback Hat. It has a flat bill and high structured crown made from tightly woven twill. The iconic logo is thickly embroidered on the front, a bold projection of the Brand's heritage. This product is made from at least 50% recycled polyester fibres.",1 595,https://www.nike.com/in/t/jordan-pro-jumpman-snapback-hat-KbPBND/AR2118-688
83,DQ7693-419,Jordan 2 Retro J Balvin,Celestine Blue/Multi-Colour/WhiteStyle,Younger Kids' Shoes,"Like a breath of fresh air, these kicks deliver plenty of energetic details and J Balvin's sky's-the-limit style. Puffed-up panels on the upper and cloud graphics around the heel, collar and insole are combined with rainbow stitching and the Prince of Reggaeton's signature smiley face to steal the hearts of passers-by.",7 495,https://www.nike.com/in/t/jordan-2-retro-j-balvin-younger-shoes-1PkW65/DQ7693-419
84,DN2647-160,Jordan Delta 3 Low,White/Black/Chile RedStyle,Men's Shoes,"You can't help but look cool in low tops that meld high-end craft with high-tech features. Airy Ripstop and soft, synthetic suede pair with a smooth interior. The result? Classic low-top looks and the premium comfort you expect from Jordan Brand.",12 795,https://www.nike.com/in/t/jordan-delta-3-low-shoes-fQrm6Q/DN2647-160
85,CI3436-063,Jordan 1 Low Alt,Black/White/Fire RedStyle,Baby & Toddler Shoes,The Jordan 1 Low Alt keeps little feet comfortable with flexible bands that feel snug and soft foam cushioning underfoot.Leather and synthetic leather have a classic look and feel.,3 495,https://www.nike.com/in/t/jordan-1-low-alt-shoes-RCQGFn/CI3436-063
86,DQ3735-003,Jordan 5 Retro,Silver/Flint Grey/Green BeanStyle,Younger Kids' Shoes,"Even little feet need big style, and the Jordan 5 delivers. With a classic look based on the AJ5, it's made from sturdy materials for support during play. Plenty of padding keeps 'em comfy, and a rubber sole provides traction all over the playground.",₹ 6 1676 495,https://www.nike.com/in/t/jordan-5-retro-younger-shoes-pwzC08/DQ3735-003
87,DQ6829-100,Jordan x Zion,WhiteStyle,Men's T-Shirt,"Believe it! Zion is an anime super-fan, and now you can rep his passion with this Jordan x Zion tee. Flex his favourite show on soft and lightweight cotton, equally perfect for workouts or hangouts.",2 195,https://www.nike.com/in/t/jordan-zion-t-shirt-gNRFJt/DQ6829-100
88,DC7485-091,Jordan Jumpman,Carbon Heather/BlackStyle,Men's Short-Sleeve T-Shirt,"Rise and shine in this classic tee from Jordan Brand. Made from soft, comfortable cotton, it features a clean, classic Jumpman that's embroidered on the chest.",1 595,https://www.nike.com/in/t/jordan-jumpman-short-sleeve-t-shirt-df6fwF/DC7485-091
89,CI7849-610,Jordan Flare,Gym Red/White/BlackStyle,Younger Kids' Shoe,"Perfect for active kids, the Jordan Flare is light, breathable and comfortable. It's easy to get on, has a heel band to keep it from slipping off and is covered in the front to help prevent toe stubs.",2 995,https://www.nike.com/in/t/jordan-flare-younger-shoe-8xqMTD/CI7849-610
90,DQ4651-612,Air Jordan,Fire Red/SailStyle,Women's Joggers,It's your life—live it in Jordan. These tracksuit bottoms are essential for lounging at home or slipping on after a game. They're available in numerous colours and with matching crewneck sweatshirts—stock up on sets for every day of the week.,₹ 4 2674 495,https://www.nike.com/in/t/air-jordan-tracksuit-bottoms-2K9vVw/DQ4651-612
91,DM3098-070,Paris Saint-Germain,Dark Smoke Grey/BlackStyle,Men's Printed Shorts,Get comfortable without losing your cool in these all-day versatile Jordan x PSG shorts. They're made from breathable mesh with zip pockets for the essentials. Print and label details highlight our ongoing collaboration with your favourite football club.,2 795,https://www.nike.com/in/t/paris-saint-germain-printed-shorts-PwfpKW/DM3098-070
92,DV7000-819,Air Jordan x Shelflife,Safety Orange/RattanStyle,Men's T-Shirt,"Jordan and South Africa's coveted sneaker shop Shelflife come together on this soft, everyday tee. It's made with an all-over wash for a perfectly faded look, and the graphic on the back pays homage to the store's original stained glass window.",2 895,https://www.nike.com/in/t/air-jordan-shelflife-t-shirt-1KNm8K/DV7000-819
93,,Jordan x Eastside Golf,,Men's Polo,,3 995,https://www.nike.com/in/launch/r/DV1892-100
94,DV1396-410,Jordan Flight,Midnight Navy/Stealth/WhiteStyle,Women's Velour Jacket,"An oversized zip-up in plush velour is all about versatility. Throw it on over your workout gear or wear it on your way from one festive party to the next. Wherever you go, you'll be looking luxe.",5 695,https://www.nike.com/in/t/jordan-flight-velour-jacket-61tBjx/DV1396-410
95,DV6467-411,Air Jordan Wordmark,Ice Blue/SailStyle,Men's Fleece Shorts,"Your favourite shorts have some new competition. Made from soft, heavyweight fleece, this pair looks classic but feels luxe. An all-over wash effect adds a perfectly faded vintage aesthetic.",3 995,https://www.nike.com/in/t/air-jordan-wordmark-fleece-shorts-2QpfNJ/DV6467-411
96,DQ4455-010,Jordan Sport,Black/Black/Black/StealthStyle,Women's Shorts,"These roomy shorts are ready to roll. A high split on the legs gives you flexibility of movement, while a thick waistband and lightweight, sweat-wicking material deliver premium comfort.",3 295,https://www.nike.com/in/t/jordan-sport-shorts-95lZcc/DQ4455-010
97,DV1274-010,Jordan Sport,Black/StealthStyle,Women's 2-in-1 Long-Sleeve Top,"Let your outfit adapt to your needs as you move through your day in this 2-in-1 top. If you're craving breathability, remove the long-sleeve portion to reveal an asymmetrical tank. The tight fit and shelf bra feel supportive, seeing you through your activities of choice.",3 695,https://www.nike.com/in/t/jordan-sport-2-in-1-long-sleeve-top-dJclVn/DV1274-010
98,DR1485-168,Air Jordan 7 Retro BBS,Sand Drift/Malt/Turf Orange/Peach CreamStyle,Women's Shoes,"Separate yourself from the competition in the AJ7 x Bephies Beauty Supply. Unapologetic, powerful and downright heat for the streets, this is founder Beth Birkett's transgressive take on a beloved hoops icon. The Huarache-inspired heel emblem nods to one of Birkett's fave sneakers, while transparent side vents bring fresh insight into cool. A mesh inner sleeve extends up over the ankle, and a toggle cinch and embroidered accents finish the look. Branding and graphics celebrate women of colour, tapping into Birkett's design ethos of honouring the individual and involving community—a new definition of off-court style.",19 295,https://www.nike.com/in/t/air-jordan-7-retro-bbs-shoes-rvKH2m/DR1485-168
99,DV6962-133,Air Jordan x Two18,SailStyle,Men's T-Shirt,"Rep your Midwest pride with this collaborative tee celebrating Detroit's Two18 sneaker boutique. The all-over wash effect gives a perfectly faded look, while subtle branding and an original screen print add a luxe level of detail.",2 895,https://www.nike.com/in/t/air-jordan-two18-t-shirt-1CcT1W/DV6962-133
100,DX6325-204,Air Jordan 5 Retro Low PSG,Pumice/Black/Plum Eclipse/Game RoyalStyle,Men's Shoes,"Jordan and Paris Saint-Germain come together again, this time with an update to the AJ5. This low-top pair looks fresh while featuring the best elements from the original, like lace toggles, rich leather and the iconic WWII Mustang fighter plane-inspired graphic. The stamped PSG logo on the heel subtly reps your favourite club.",18 395,https://www.nike.com/in/t/air-jordan-5-retro-low-psg-shoes-bpsqMw/DX6325-204
101,DV1411-215,Jordan Flight,Mineral ClayStyle,Women's Oversized T-Shirt,AJ1s are for more than just your soles. Show your love for the iconic kicks with a soft tee in an intentionally oversized fit.,2 895,https://www.nike.com/in/t/jordan-flight-oversized-t-shirt-jPmMlN/DV1411-215
102,DV1414-010,Jordan Flight Renegade,Black/Gym Red/WhiteStyle,Women's Jacket,"Sporty, edgy and easy to layer over any top, this comfy jacket is there when you need it—and easy to take off when you don't. Colour-matched press studs look sleek and make it a cinch to adjust your look. Pulling it all together, an elegant chainstitch-embroidered logo on the back keeps all eyes on you.",9 295,https://www.nike.com/in/t/jordan-flight-renegade-jacket-r4S78j/DV1414-010
103,DQ7323-091,Jordan Dri-FIT Sport,Carbon Heather/Black/BlackStyle,Men's Full-Zip Hoodie,"Zip up, head out and stay fresh in this sleek hoodie. Its full-length zip extends up to the hood, keeping wind and chill at bay. Meanwhile, sweat-wicking Dri-FIT Technology ups the versatility, making this your go-to layer for everything from workouts to hangouts.",5 495,https://www.nike.com/in/t/jordan-dri-fit-sport-hoodie-4xncvC/DQ7323-091
104,DQ4982-160,Jordan Delta 3 Low,White/Black/Chile RedStyle,Older Kids' Shoes,You can't help but look cool in low tops that meld high-end craft with high-tech features. Airy Ripstop and soft suede are paired with a seamless interior. The result? Classic low-top looks and the premium comfort you expect from Jordan Brand.,7 495,https://www.nike.com/in/t/jordan-delta-3-low-older-shoes-8vdBb2/DQ4982-160
105,DH9075-010,Jordan Sport Dri-FIT,Black/Black/White/WhiteStyle,Men's Diamond Shorts,"Bring street style and Jordan heritage to the court. These lightweight shorts are made from breathable mesh in a classic, relaxed silhouette. With sweat-wicking Dri-FIT Technology and the iconic Diamond design, they'll keep you looking and feeling fresh all day.",2 395,https://www.nike.com/in/t/jordan-sport-dri-fit-diamond-shorts-XF3JZ5/DH9075-010
106,DJ0242-241,Jordan Jumpman,Desert BronzeStyle,Men's Jacket,"All-day utility is built right into the Jordan Jumpman Jacket. Providing versatile, lightweight coverage, it's made from water-repellent woven fabric with multiple pockets for hauling the essentials. Overlaid mesh and reflective tape bring in different textures to mix up the look and feel.",₹ 8 5478 995,https://www.nike.com/in/t/jordan-jumpman-jacket-Wz6mwH/DJ0242-241
107,DO6595-010,Jordan x Zion,BlackStyle,Men's Full-Zip Top,"The Jordan x Zion Top is inspired by Zion's passion for watching anime, combining the utility and look of streetwear with performance materials, for a look you can either play or kick back in. A reflective-design logo lines the sleeve, while the back graphic nods to his go-to show. This product is made from at least 50% recycled polyester fibres.",6 495,https://www.nike.com/in/t/jordan-zion-top-8D8nPd/DO6595-010
108,FB2931-288,Air Jordan 1 Zoom Air Comfort 'Día de Muertos',Rattan/Kumquat/Lemon Wash/StarfishStyle,Men's Shoes,"Join the celebration in the AJ1 Zoom Comfort. This edition is inspired by the traditional candles placed at ofrendas during the Día de los Muertos, helping to guide the souls of the deceased back home. The festive design includes premium suede, a vibrant Mexican marigold graphic and a richly textured, cross-hatched pattern on the collar. In our memories, in our hearts, for a lifetime and beyond … Somos Familia.",15 995,https://www.nike.com/in/t/air-jordan-1-zoom-air-comfort-dia-de-muertos-shoes-Ct5Nhc/FB2931-288
109,DQ4451-010,Jordan Sport Tunnel,Black/Black/StealthStyle,Women's Trousers,Stand out while getting things done in trousers that move with you. They're made from a substantial 2-way stretch material that flexes without losing its shape. Cargo-style pockets deliver on utility while ankle zips add a dose of hoops heritage (and let you show off your favourite kicks).,5 695,https://www.nike.com/in/t/jordan-sport-tunnel-trousers-t360pC/DQ4451-010
110,DQ0558-160,Air Jordan 2 Retro SE,White/Gym Red/Sail/Gym RedStyle,Women's Shoes,"Air Jordan 2 made its debut in 1987 as a sleeker, more streamlined version of its predecessor. This version of the AJ 2 features premium leather and an Air-Sole unit, making it the ultimate combination of performance and style.",21 695,https://www.nike.com/in/t/air-jordan-2-retro-se-shoes-qq6mFg/DQ0558-160
111,DQ7354-010,Jordan Essentials,Black/WhiteStyle,Men's Woven Shorts,"Gear up, Jumpman style. These relaxed shorts are lightweight, durable and comfortable—throw 'em on and focus on your game.",2 495,https://www.nike.com/in/t/jordan-essentials-woven-shorts-dkWZFk/DQ7354-010
112,DV1258-385,Jordan 23 Engineered,Light OliveStyle,Women's Fleece Trousers,Add warmth and edge to your look with these high-waisted fleece trousers with futuristic textured panels. Want to mix it up? Unzip the sides to reveal extra material in a matching pattern.,6 995,https://www.nike.com/in/t/jordan-23-engineered-fleece-trousers-SGzWQc/DV1258-385
113,DJ7682-078,Paris Saint-Germain 2022/23 Stadium Away,Light Smoke Grey/Black/BlackStyle,Men's Nike Dri-FIT Football Shirt,"Like other shirts from our Stadium collection, this one pairs replica design details with sweat-wicking fabric to give you a game-ready look inspired by your favourite team. This product is made from 100% recycled polyester fibres.",4 695,https://www.nike.com/in/t/paris-saint-germain-2022-23-stadium-away-dri-fit-football-shirt-F9BhXm/DJ7682-078
114,DR0501-200,Air Jordan 1 Mid SE,Beach/Sail/Cherrywood RedStyle,Women's Shoes,"With these mid-top AJ-1s, you don't have to choose a favourite colour. Contrasting panels make these sneaks stand out, proving that every side is your good side. Durable leather up top and Air cushioning underfoot make 'em perfect for all-day wear—so lace up, and let the complements roll in.",11 895,https://www.nike.com/in/t/air-jordan-1-mid-se-shoes-SXFQqx/DR0501-200
115,DV3148-011,Jordan Flight Essentials Classic99,Black/University Red/BlackStyle,Cap,"Keep your game and style in check. Complete your 'fit and rep Jordan Brand with this versatile, classic cap.",1 995,https://www.nike.com/in/t/jordan-flight-essentials-classic99-cap-MnbW21/DV3148-011
116,DH8920-687,Jordan Dri-FIT Sport,Gym Red/BlackStyle,Men's T-Shirt,This sweat-wicking tee flexes from the court to the street. It's made with a relaxed fit that you can move in plus Dri-FIT Technology to keep you fresh.,1 995,https://www.nike.com/in/t/jordan-dri-fit-sport-t-shirt-n3lwwm/DH8920-687
117,DQ7368-322,Jordan Essentials,New EmeraldStyle,Men's Printed T-Shirt,"Bring the energy in this vivid tee. The jagged-edge all-over print gives a visual upgrade to lightweight, premium cotton in a relaxed fit.",2 195,https://www.nike.com/in/t/jordan-essentials-printed-t-shirt-pTcRk2/DQ7368-322
118,DN1635-001,Air Jordan 1 Low SE Craft,Black/Light Graphite/Sail/Cement GreyStyle,Men's Shoes,"Consistently fresh and always on point, the low-profile AJ1 is one of the most iconic sneakers of all time. This version incorporates natural tones and suede details—it's a grounding refresh for a soaring legend.",9 695,https://www.nike.com/in/t/air-jordan-1-low-se-craft-shoes-q1ktlR/DN1635-001
119,DQ7320-010,Jordan Dri-FIT Sport Air,Black/Black/Dark Smoke GreyStyle,Men's Statement Trousers,"Fly for hanging, fly for hooping. These trousers have a relaxed fit that tapers at the ankle, perfect for showing off your kicks. Double-knit fabric feels smooth against your skin while sweat-wicking Dri-FIT Technology ups the versatility. Make this your go-to pair for everything from workouts to hangouts.",4 495,https://www.nike.com/in/t/jordan-dri-fit-sport-air-statement-trousers-MkT23N/DQ7320-010
120,CD7069-116,Air Jordan Legacy 312 Low,White/Gym Red/BlackStyle,Men's Shoes,The Air Jordan Legacy 312 Low celebrates Michael Jordan's legacy with this shout-out to Chicago's 312 area code. The design creates a modern mash-up of iconic Jordan elements.,12 995,https://www.nike.com/in/t/air-jordan-legacy-312-low-shoes-6Vd4Xl/CD7069-116
121,DO5038-234,Jordan Essentials,BeachStyle,Women's Boxy T-Shirt,"Elevate your everyday in this boxy tee from Jordan Brand. Made from comfy cotton, it features a roomy fit, subtle crop and a touch of Jordan heritage stitched to the chest. This product is made from at least 75% organic cotton fibres.",2 495,https://www.nike.com/in/t/jordan-essentials-boxy-t-shirt-sqZZ19/DO5038-234
122,DR1444-721,Jordan x Zion,Lemon WashStyle,Men's Long-Sleeve T-Shirt,Zion is a super-fan of anime and now you can rep his passion on the Jordan x Zion T-Shirt. Jordan elements merge with the world of anime on heavyweight cotton that's perfect for everything from workouts to hangouts.,2 895,https://www.nike.com/in/t/jordan-zion-long-sleeve-t-shirt-BRDnfX/DR1444-721
123,AT3745-161,Jordan 1,White/Black/University RedStyle,Baby Cot Bootie,"With a simple hook-and-loop side closure, the Jordan 1 Bootie provides secure support while still being easy to get on and off. A flexible sole delivers lightweight, soft comfort.",₹ 3 3173 495,https://www.nike.com/in/t/jordan-1-cot-bootie-6blXxr/AT3745-161
124,DM1430-010,Jordan Dri-FIT Sport,Black/White/WhiteStyle,Men's Graphic T-Shirt,"Made from softly knit fabric with Dri-FIT sweat-wicking technology, this tee is a wardrobe staple. Graphics nod to Michael Jordan's famed ""Breakfast Club"" workouts and shout out some of his favourite outdoor basketball courts around the globe.",2 195,https://www.nike.com/in/t/jordan-dri-fit-sport-graphic-t-shirt-VgHN8w/DM1430-010
125,DQ3734-003,Air Jordan 5 Retro,Silver/Flint Grey/Green BeanStyle,Older Kids' Shoes,"Put some spring in your step with the AJ5, wrapped in an all-over speckle print inspired by Easter eggs. It's got Air cushioning underfoot and lots of iconic details from the original—peep the midfoot mesh panel, lace toggle and classic bump-out collar.",₹ 10 44710 995,https://www.nike.com/in/t/air-jordan-5-retro-older-shoes-9w5fXR/DQ3734-003
126,DD9315-002,Air Jordan 1 Low G,Wolf Grey/Photon Dust/White/BlackStyle,Golf Shoes,"Feel unbeatable, from the tee box to the final putt. Inspired by one of the most iconic sneakers of all time, the Air Jordan 1 G is an instant classic on the course. With Air cushioning underfoot, a Wings logo on the heel and an integrated traction pattern to help you power through your swing, it delivers all the clubhouse cool of the original AJ1—plus everything you need to play 18 holes in comfort.",12 995,https://www.nike.com/in/t/air-jordan-1-low-g-golf-shoes-8bKbqs/DD9315-002
127,BQ7196-016,Sky Jordan 1,Black/Varsity Red/White/AnthraciteStyle,Baby and Toddler Shoe,"Inspired by the AJ1, the Sky Jordan 1 is equal parts iconic and adorable. It has soft foam cushioning, durable traction and a hook-and-loop strap for easy on and off.",3 495,https://www.nike.com/in/t/sky-jordan-1-and-shoe-td3n17/BQ7196-016
128,DR6961-100,Jordan 1 Mid Alt SE,White/Black/Pearl White/Gym RedStyle,Baby/Toddler Shoes,"Inspired by the piles of toys and fabrics in a messy room, these kid-special shoes bring together lots of textures and colours in a mini Jordan package. Leather and textiles are layered for a look that pops—and don't forget the hook-and-loop closure system that makes on-and-off a breeze.",4 495,https://www.nike.com/in/t/jordan-1-mid-alt-se-shoes-466rzq/DR6961-100
129,DN4639-107,Air Jordan 1 Low FlyEase,White/Black/TaxiStyle,Older Kids' Shoes,The Air Jordan 1 Low FlyEase combines the coveted look of Michael Jordan's first signature sneaker with a FlyEase entry system that gets you in quickly and easily. Crisp leather and signature branding deliver premium style.,6 495,https://www.nike.com/in/t/air-jordan-1-low-flyease-older-shoes-Pr8pJH/DN4639-107
130,DX9632-902,Jordan,Multi-ColourStyle,Everyday Crew Socks (3 pairs),"Your go-to, everyday, soft and reliable socks. Sweat-wicking technology keeps your feet cool and dry while a snug arch band feels supportive.",1 295,https://www.nike.com/in/t/jordan-everyday-crew-socks-l9lmDn/DX9632-902
131,DM9677-061,Jordan Air 200E,Black/Ash Green/Sail/University RedStyle,Older Kids' Shoes,"These kicks are designed for up-and-coming sneakerheads with big ideas. A bold mix of colours and materials makes a splash, while the see-through Max Air unit embraces futuristic design. Use the handy pull tabs to get your shoes on without missing a beat and zip through your day in comfort.",₹ 7 1177 495,https://www.nike.com/in/t/jordan-air-200e-older-shoes-BsnlwW/DM9677-061
132,DX9655-010,Jordan,Black/WhiteStyle,Everyday Ankle Socks (3 Pairs),These ankle socks will keep you dry and cool with sweat-wicking fabric and breathable ankle panels. They're snug around the arch to give you that extra-supportive feel.,1 295,https://www.nike.com/in/t/jordan-everyday-ankle-socks-PqW8xF/DX9655-010
133,DO5041-010,Jordan Essentials,Black/Dark Smoke Grey/Sand DriftStyle,Women's Diamond Shorts,"One of Jordan Brand's favourite silhouettes gets smooth and satiny for the summertime. Inspired by MJ's iconic pro kit, these versatile diamond shorts feature airy mesh along the hems and eye-catching diamond side panels.",3 495,https://www.nike.com/in/t/jordan-essentials-diamond-shorts-cFL9l2/DO5041-010
134,DR1484-168,Jordan 7 Retro BBS,Sand Drift/Malt/Turf Orange/Peach CreamStyle,Younger Kids' Shoes,"Your little one will make a big impression in the Jordan 7 x Bephies Beauty Supply. The Huarache-inspired heel emblem nods to one of founder Beth Birkett's fave sneakers, while a mesh inner sleeve and embroidered accents bring fresh insight into cool. With comfy padding, supportive construction and super-easy on-and-off, they serve a lot more than just cute looks.",6 995,https://www.nike.com/in/t/jordan-7-retro-bbs-younger-shoes-bhxdRg/DR1484-168
135,DO5032-379,Jordan (Her)itage,Mint Foam/Sand DriftStyle,Women's Diamond Shorts,"Bring summertime style to a classic on-court look. Inspired by MJ's pro basketball kit, these sporty shorts are made from a double layer of mesh fabric for airy breathability.",₹ 2 8472 995,https://www.nike.com/in/t/jordan-itage-diamond-shorts-PNxzN6/DO5032-379
136,DQ4465-687,Jordan Flight,Gym Red/WhiteStyle,Women's Top,"Make this versatile top the centrepiece of your cool-weather wardrobe. Made from soft knit fabric, it fits tightly and has a cropped design that hits at the waist.",₹ 2 6572 795,https://www.nike.com/in/t/jordan-flight-top-QnwbFB/DQ4465-687
137,DQ7509-206,Jordan Essentials,Rattan/WhiteStyle,Men's Woven Trousers,"Get moving in trousers that flex with you. This relaxed pair is made from lightweight, stretch-woven fabric textured with suede-like softness.",3 695,https://www.nike.com/in/t/jordan-essentials-woven-trousers-2NkzfV/DQ7509-206
138,DQ3736-003,Jordan 5 Retro,Silver/Flint Grey/Green BeanStyle,Baby/Toddler Shoes,"Inspired by Nike's classic game shoe, these kicks have the cool factor of the AJ5 while keeping the needs of little feet in mind. We used a mix of premium materials to make 'em soft, cushiony and flexible. Rubber outsoles add stable traction for all of baby's first steps.",₹ 5 2175 495,https://www.nike.com/in/t/jordan-5-retro-shoes-b0ztg9/DQ3736-003
139,DO5048-010,Jordan Essentials,BlackStyle,Women's Tank,"Summer is coming—dress accordingly. This essential tank uses a stretchy, ribbed-knit fabric that hugs your body and flexes as you move.",₹ 2 0872 195,https://www.nike.com/in/t/jordan-essentials-tank-6Rqft7/DO5048-010
140,DV6960-258,Air Jordan x Two18,Dark Driftwood/Coconut MilkStyle,Men's Hoodie,"Rep Detroit loud and proud with this Air Jordan x Two18 collaborative hoodie. Made from luxe, heavyweight fleece and with an all-over wash effect, you'll feel fresh all day, every day.",5 995,https://www.nike.com/in/t/air-jordan-two18-hoodie-kvD5DX/DV6960-258
141,DQ7388-010,Jordan Brand Sorry,BlackStyle,Men's T-Shirt,"Sorry, not sorry—Rose City, '92 just wasn't your year. This relaxed tee highlights what went down in the legendary season that led to MJ winning his first back-to-back championships. Printed graphics give a playful nod to the joys and sorrow of pro ball.",1 795,https://www.nike.com/in/t/jordan-brand-sorry-t-shirt-dlWtwL/DQ7388-010
142,FD0624-091,Rui,Sea GlassStyle,Men's T-Shirt,"Rep Rui Hachimura, the first-ever Japanese player to be picked in Round 1 of the NBA Draft. With stylised graphics printed on a classic soft tee, who's to say you wont wear this every day?",1 795,https://www.nike.com/in/t/rui-t-shirt-JRzjst/FD0624-091
143,DM8272-010,Jordan,Black/Metallic GoldStyle,Utility Beanie,"Keep the Jordan Utility Beanie on hand for quick warmth on chilly outings.It's made from soft, stretchy acrylic with a metal Jumpman ingot fixed on the cuff.",1 695,https://www.nike.com/in/t/jordan-utility-beanie-hwKh94/DM8272-010
144,BQ6066-168,Jordan 1 Low Alt,White/Safety Orange/PinksicleStyle,Younger Kids' Shoe,The Jordan 1 Low Alt keeps little feet comfortable with flexible bands that feel snug and soft foam cushioning underfoot. Leather and synthetic leather have a classic look and feel.,4 495,https://www.nike.com/in/t/jordan-1-low-alt-younger-shoe-NpXDNW/BQ6066-168
145,DM1829-100,Jordan Dri-FIT Sport,White/Black/BlackStyle,Men's Statement Shorts,Ultimate performance with a look inspired by classic Jordan activewear. These shorts are made from flexible ribbed-knit fabric with stretch-woven overlays for coverage. Sweat-wicking Dri-FIT Technology helps you stay comfortable and focused on your game.,₹ 3 5073 695,https://www.nike.com/in/t/jordan-dri-fit-sport-statement-shorts-kNbjh4/DM1829-100
146,DQ4433-612,Jordan Sport,Fire Red/Safety Orange/Lobster/LobsterStyle,Women's Mesh Tank,"Bring your edge from the court to the street with this Wings jacket inspired tank. With lightweight, breathable fabric and an easy, relaxed fit, it's built to help you move freely.",₹ 2 3672 495,https://www.nike.com/in/t/jordan-sport-mesh-tank-hspZrf/DQ4433-612
147,DV1433-612,Jordan Brand Festive,Fire RedStyle,Men's T-Shirt,"Give the gift of Jordan this season. This tee is soft, relaxed and serves festive vibes with a touch of classic check.",1 795,https://www.nike.com/in/t/jordan-brand-festive-t-shirt-x0kbHn/DV1433-612
148,DO6599-010,Jordan x Zion,BlackStyle,Men's Trousers,"One of Zion's favourite ways to spend his downtime is watching anime, and you can rep his fandom with this collab. These trousers combine the utility and style of streetwear with performance materials for a versatile 'fit that looks and feels great anywhere. This product is made from at least 50% recycled polyester fibres.",5 495,https://www.nike.com/in/t/jordan-zion-trousers-NZ92nR/DO6599-010
149,DN3687-006,Jordan Max Aura 4,Black/White/University RedStyle,Men's Shoes,The lightweight cushioning found in this next generation basketball shoe takes cues from its predecessors. Take flight on the court with timeless style and cloud-like heel support.,11 295,https://www.nike.com/in/t/jordan-max-aura-4-shoes-cKMcXJ/DN3687-006
